scraped_id,news_title,author,article,news_created,scrapped_at,image
35,Umar Nurmagomedov setelah Kalah untuk Kali Pertama: Alhamdulillah,CNN Indonesia,"Umar Nurmagomedov merasakan kekalahan pertama dalam karier profesional sebagai petarung ketika menghadapi Merab Dvalishvili dalam malam pertarungan UFC 311 di Intuit Dome, Inglewood, California, AS, Minggu (19/1) siang waktu Indonesia.
Umar menghadapi Dvalishvili yang merupakan pemilik sabuk juara kelas bantam. Pada awal laga, keduanya sempat saling menjaga jarak. Seiring waktu berlalu, Umar dan Dvalishvili saling tukar pukulan.
Adu pukul dan tendangan serta upaya take down berlangsung dalam lima ronde yang sengit. Umar tampak bisa meladeni pertarungan dengan Dvalishvili pada ronde pertama dan kedua, namun memasuki ronde ketiga Dvalishvili mulai bisa membaca gaya sang penantang.
Pada ronde keempat dan kelima, Umar mulai terlihat letih. Sebaliknya Dvalishvili tetap tampil energik.
Hingga ronde ketiga, Umar pun masih merasa unggul atas sang lawan yang berstatus sebagai juara bertahan.
""Saya pikir tiga ronde pertama saya bisa menang. Sudah cukup dekat. Saya pikir saya tidak kalah dalam pertandingan ini, tapi Alhamdulillah, Alhamdulillah,"" kata Umar.
""Dan setelah ronde pertama, saya tidak bisa memukul karena saya pikir tangan saya patah,"" lanjutnya ketika diwawancara di atas ring.


Umar pun menegaskan pentingnya rasa bersyukur dalam kondisi apa pun, sehingga sepupu Khabib itu menegaskan tetap mengucapkan Alhamdulillah.
""Tidak peduli apa yang terjadi, tetap saja bilang Alhamdulillah. Di posisi seperti apa pun, tetap katakan Alhamdulillah untuk segalanya,"" ujar Umar.
Umar kalah angka dalam pertarungan lima ronde. Skor 48-47, 48-47, dan 49-46 menjadi penentu kemenangan Dvalishvili yang memastikan sabuk juara tetap di tangannya.
Sebaliknya kekalahan dari Dvalishvili merupakan hasil negatif pertama yang dirasakan Umar sepanjang karier bertarung.

[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/mma_169.jpeg?w=650&q=90
36,VIDEO: Festival Breaking do Verao: Tarian Rumit di Rio de Janeiro,CNN Indonesia,"Para penari breakdance dari seluruh dunia turun ke lantai dansa di Rio de Janeiro, Brasil, untuk menutup festival internasional breaking pada Sabtu (18/1).
Breaking do Verão atau Summer Breaking keempat ini mempertemukan 16 B-boy dan 16 B-girl.
Para penampil memukau penonton dengan gerakan tarian mereka yang rumit.
Festival ini juga melibatkan komunitas hip-hop dengan elemen grafiti, DJ, dan rap.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/thumbnail-video-5_169.jpeg?w=350&q=90
37,Israel Pastikan Gencatan Tak Dimulai Jika Nama Sandera Hamas Belum Ada,CNN Indonesia,"Media lokal Israel, Ynet News, telah melaporkan bahwa Perdana Menteri Benjamin Netanyahu telah menginstruksikan pada militernya agar tak memulai gencatan senjata sebelum Hamas memberikan daftar nama sandera yang dibebaskan.
Melansir Al Jazeera, namun demikian, media tersebut tak memberikan rincian tambahan.
Laporan itu muncul usai media Israel menyebut bahwa Hamas belum memberikan tiga nama sandera perempuan yang seharusnya dibebaskan hari ini, pukul 6.30 pagi waktu setempat atau 13.30 WIB.
Hamas sendiri telah mengeluarkan pernyataan terkait hal tersebut melalui Telegram. Mereka menegaskan kembali komitmennya terhadap ketentuan perjanjian gencatan senjata.
Hingga saat ini, Hamas sendiri belum menyerahkan daftar nama sandera yang dibebaskan.

Hamas menyebut, keterlambatan penyerahan nama-nama tawanan yang akan dbebaskan pada tahap pertama disebabkan oleh alasan teknis di lapangan.
Sebelumnya, juru bicara Netanyahu mengatakan, Israel seharusnya menerima daftar nama 33 sandera Hamas yang akan dibebaskan pada gencatan senjata fase pertama pada Sabtu pukul 16.00 waktu setempat.
Netanyahu mengatakan, Israel berhak melanjutkan perang andai perjanjian gencatan senjata dengan Hamas gugur. Ia percaya diri dengan dukungan yang diberikan Presiden Amerika Serikat terpilih Donald Trump jika Hamas tak mematuhi kesepakatan.
""Jika kami perlu kembali berperang, kami akan melakukannya dengan cara baru, dan kami akan melakukannya dengan kekuatan besar,"" ujar Netanyahu.
Israel dan Hamas menyepakati adanya gencatan senjata pada Rabu (15/1) lalu.
Ada tiga fase gencatan senjata. Pertama, berlangsung selama 42 hari meliputi pembebasan sandera Hamas dan tahanan Palestina di Israel. Israel juga diharuskan menghentikan serangan ke Gaza.
Pada fase kedua, para sandera yang masih hidup akan dibebaskan. Ratusan tahanan Palestina di Israel juga akan dilepas. Israel juga bakal menarik semua pasukan dari Gaza.
Sementara fase ketiga mencakup pengembalian jenazah dan sisa-sisa tubuh sandera.",,2025-01-19,https://akcdn.detik.net.id/visual/2024/11/28/militer-israel-patroli-perbatasan-pada-hari-pertama-gencatan-senjata-5_169.jpeg?w=650&q=90
38,Umar Nurmagomedov setelah Kalah untuk Kali Pertama: Alhamdulillah,CNN Indonesia,"Umar Nurmagomedov merasakan kekalahan pertama dalam karier profesional sebagai petarung ketika menghadapi Merab Dvalishvili dalam malam pertarungan UFC 311 di Intuit Dome, Inglewood, California, AS, Minggu (19/1) siang waktu Indonesia.
Umar menghadapi Dvalishvili yang merupakan pemilik sabuk juara kelas bantam. Pada awal laga, keduanya sempat saling menjaga jarak. Seiring waktu berlalu, Umar dan Dvalishvili saling tukar pukulan.
Adu pukul dan tendangan serta upaya take down berlangsung dalam lima ronde yang sengit. Umar tampak bisa meladeni pertarungan dengan Dvalishvili pada ronde pertama dan kedua, namun memasuki ronde ketiga Dvalishvili mulai bisa membaca gaya sang penantang.
Pada ronde keempat dan kelima, Umar mulai terlihat letih. Sebaliknya Dvalishvili tetap tampil energik.
Hingga ronde ketiga, Umar pun masih merasa unggul atas sang lawan yang berstatus sebagai juara bertahan.
""Saya pikir tiga ronde pertama saya bisa menang. Sudah cukup dekat. Saya pikir saya tidak kalah dalam pertandingan ini, tapi Alhamdulillah, Alhamdulillah,"" kata Umar.
""Dan setelah ronde pertama, saya tidak bisa memukul karena saya pikir tangan saya patah,"" lanjutnya ketika diwawancara di atas ring.


Umar pun menegaskan pentingnya rasa bersyukur dalam kondisi apa pun, sehingga sepupu Khabib itu menegaskan tetap mengucapkan Alhamdulillah.
""Tidak peduli apa yang terjadi, tetap saja bilang Alhamdulillah. Di posisi seperti apa pun, tetap katakan Alhamdulillah untuk segalanya,"" ujar Umar.
Umar kalah angka dalam pertarungan lima ronde. Skor 48-47, 48-47, dan 49-46 menjadi penentu kemenangan Dvalishvili yang memastikan sabuk juara tetap di tangannya.
Sebaliknya kekalahan dari Dvalishvili merupakan hasil negatif pertama yang dirasakan Umar sepanjang karier bertarung.

[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/mma_169.jpeg?w=650&q=90
39,VIDEO: Festival Breaking do Verao: Tarian Rumit di Rio de Janeiro,CNN Indonesia,"Para penari breakdance dari seluruh dunia turun ke lantai dansa di Rio de Janeiro, Brasil, untuk menutup festival internasional breaking pada Sabtu (18/1).
Breaking do Verão atau Summer Breaking keempat ini mempertemukan 16 B-boy dan 16 B-girl.
Para penampil memukau penonton dengan gerakan tarian mereka yang rumit.
Festival ini juga melibatkan komunitas hip-hop dengan elemen grafiti, DJ, dan rap.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/thumbnail-video-5_169.jpeg?w=350&q=90
40,Israel Pastikan Gencatan Tak Dimulai Jika Nama Sandera Hamas Belum Ada,CNN Indonesia,"Media lokal Israel, Ynet News, telah melaporkan bahwa Perdana Menteri Benjamin Netanyahu telah menginstruksikan pada militernya agar tak memulai gencatan senjata sebelum Hamas memberikan daftar nama sandera yang dibebaskan.
Melansir Al Jazeera, namun demikian, media tersebut tak memberikan rincian tambahan.
Laporan itu muncul usai media Israel menyebut bahwa Hamas belum memberikan tiga nama sandera perempuan yang seharusnya dibebaskan hari ini, pukul 6.30 pagi waktu setempat atau 13.30 WIB.
Hamas sendiri telah mengeluarkan pernyataan terkait hal tersebut melalui Telegram. Mereka menegaskan kembali komitmennya terhadap ketentuan perjanjian gencatan senjata.
Hingga saat ini, Hamas sendiri belum menyerahkan daftar nama sandera yang dibebaskan.

Hamas menyebut, keterlambatan penyerahan nama-nama tawanan yang akan dbebaskan pada tahap pertama disebabkan oleh alasan teknis di lapangan.
Sebelumnya, juru bicara Netanyahu mengatakan, Israel seharusnya menerima daftar nama 33 sandera Hamas yang akan dibebaskan pada gencatan senjata fase pertama pada Sabtu pukul 16.00 waktu setempat.
Netanyahu mengatakan, Israel berhak melanjutkan perang andai perjanjian gencatan senjata dengan Hamas gugur. Ia percaya diri dengan dukungan yang diberikan Presiden Amerika Serikat terpilih Donald Trump jika Hamas tak mematuhi kesepakatan.
""Jika kami perlu kembali berperang, kami akan melakukannya dengan cara baru, dan kami akan melakukannya dengan kekuatan besar,"" ujar Netanyahu.
Israel dan Hamas menyepakati adanya gencatan senjata pada Rabu (15/1) lalu.
Ada tiga fase gencatan senjata. Pertama, berlangsung selama 42 hari meliputi pembebasan sandera Hamas dan tahanan Palestina di Israel. Israel juga diharuskan menghentikan serangan ke Gaza.
Pada fase kedua, para sandera yang masih hidup akan dibebaskan. Ratusan tahanan Palestina di Israel juga akan dilepas. Israel juga bakal menarik semua pasukan dari Gaza.
Sementara fase ketiga mencakup pengembalian jenazah dan sisa-sisa tubuh sandera.",,2025-01-19,https://akcdn.detik.net.id/visual/2024/11/28/militer-israel-patroli-perbatasan-pada-hari-pertama-gencatan-senjata-5_169.jpeg?w=650&q=90
41,Paspor Desain Baru RI Resmi Dirilis Agustus 2025,CNN Indonesia,"Kementerian Imigrasi dan Permasyarakatan bakal merilis paspor dengan terbaru pada Agustus 2025, bertepatan dengan Hari Ulang Tahun (HUT) Kemerdekaan Republik Indonesia ke-80.
Menteri Imigrasi dan Pemasyarakatan Agus Andrianto berharap tidak ada halangan sehingga peluncuran paspor desain baru bisa dilakukan sesuai rencana.
""Kita merencanakan akan merubah paspor baru, akan merilis paspor baru pada Agustus,"" ujarnya dalam rangka Hari Bakti Imigrasi ke-75 di Plaza Parkir Timur GBK, Minggu (19/1).
Sedangkan, untuk desain paspor baru ini telah diluncurkan oleh mantan Menteri Hukum dan Hak Asasi Manusia (Menkumham) Yasonna Laoly pada 17 Agustus 2024. Desain baru paspor ini sangat bertemakan Nusantara. Diharapkan adanya desain baru bisa membuat paspor Indonesia makin berkualitas.

""Mudah-mudahan inovasi yang kita lakukan ini bisa meningkatkan standar kualitas daripada paspor Indonesia,"" jelasnya.
Agus mengungkapkan desain paspor baru sangat berbeda dengan yang lama. Sebab, menggunakan standar internasional, ICAO.
""Jadi mudah-mudahan nanti bulan 8 kita bisa rilis dan mudah-mudahan itu bisa meningkatkan indeks,"" pungkasnya.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/paspor-indonesia_169.jpeg?w=650&q=90
42,"Hasil UFC 311: Islam Makhachev Perkasa, Menang atas Moicano di Ronde 1",CNN Indonesia,"Islam Makhachev menang atas Renato Moicano pada partai puncak UFC 311 yang berlangsung di Intuit Dome, Inglewood, California, AS, Minggu (19/1) siang waktu Indonesia.
Murid Khabib Nurmagomedov, Islam Makhachev berhasil mempertahankan gelar juara kelas ringan UFC pada UFC 311 usai menang submission atas petarung asal Brasil Renato Moicano.
Di awal ronde pertama, Moicano langsung menerapkan permainan agresif dengan memulai melancarkan tendangan serta pukulan.
Sementara Makhachev lebih memilih bermain sabar sembari mencari celah untuk melepaskan serangan melalui tendangan ke arah wajah.
Saat ronde pertama menyisakan dua menit, Makhachev melakukan serangan mengejutkan dan membanting Moicano untuk pertarungan bawah.
Makhachev terus mencoba mengunci Moicano agar bermain di bawah. Hingga akhirnya satu menit menjelang ronde pertama berakhir, Moicano menyerah dengan menepuk lengan Makhachev setelah mendapat kuncian di leher d'arce choke, yang membuatnya kalah.
Islam Makhachev akhirnya menang submission atas Moicano di ronde pertama. Kemenangan ini membuat Islam Makhachev sukses mempertahankan gelar juara kelas ringan UFC. 
Dengan begitu juga Makhachev memperbaiki rekornya dengan 27 kemenangan dan hanya 1 kekalahan hingga saat ini.
Sementara Moicano membawa rekor 20 kemenangan, 6 kekalahan, dan 1 hasil seri. Ia mengalami kekalahan terakhir pada 5 Maret 2022, saat menghadapi Rafael dos Anjos di UFC 272.
[Gambas:Video CNN]",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/spo-mar-mma-ufc-311-makhachev-vs-moicano_169.jpeg?w=650&q=90
43,"Bye Nyeri Pinggang, Kasur Ortopedi Cuma Rp1 Jutaan di Transmart",CNN Indonesia,"Lagi cari tempat tidur yang nyaman dan bikin badan terbebas dari nyeri pinggang? Coba saja gunakan kasur ortopedi dari Transmart yang lagi promo nih! 
Transmart Full Day Sale balik lagi hari ini, Minggu (19/1) dengan diskon gede-gedean untuk berbagai produk terpilih, salah satunya ada kasur ortopedi.

Kasur ortopedi (orthopedic mattress) dirancang untuk memberikan dukungan yang tepat bagi tulang belakang dan sendi. Dengan begitu, posisi tubuh akan terjaga selama Anda tidur.
Kasur ini juga cocok buat Anda yang punya masalah pegal-pegal dan nyeri pinggang saat menggunakan kasur lama. Kasur ortopedi khusus kesehatan ini bisa jadi solusinya.
Selain kasur ortopedi, ada bed frame dan meja makan yang juga diskon loh. Sebelum belanja, cek dulu aja daftarnya berikut ini:
Murah-murah banget kan furnitur di Transmart Full Day Sale? Transmart Full Day Sale cuma berlangsung satu hari, dari jam toko buka sampai tutup pukul 22.00 waktu setempat di seluruh gerai se-Indonesia. Jadi jangan sampai terlewatkan ya!
Kesempatan enggak datang dua kali! Segera mampir ke gerai terdekat dan bawa pulang kasur idamanmu hari ini juga. Bye, sakit pinggang!",,2025-01-19,https://akcdn.detik.net.id/visual/2024/05/12/transmart-full-day-sale-di-transmart-cijantung-8_169.jpeg?w=650&q=90
44,Menko Muhaimin Apresiasi Peran BRI Perkuat Desa Lewat Program BRILiaN,CNN Indonesia,"PT Bank Rakyat Indonesia (BRI) terus menunjukkan komitmen dalam meningkatkan economic dan social value kepada masyarakat melalui program pemberdayaan Desa BRILiaN.
Bahkan, program yang dimulai sejak tahun 2020 ini tercatat telah memberdayakan 4.327 desa yang tersebar di berbagai wilayah di Indonesia.
Demikian diungkapkan Direktur Utama BRI Sunarso dalam rangka kunjungan kerja bersama Menteri Koordinator Bidang Pemberdayaan Masyarakat RI Muhaimin Iskandar dan Wakil Menteri Badan Usaha Milik Negara (BUMN) Kartika Wirjoatmodjo di Desa BRILiaN Ketapanrame di Kec. Trawas, Kab. Mojokerto, Jawa Timur, Kamis (16/01).
Dalam kunjungan tersebut, Muhaimin Iskandar menyoroti pentingnya sinergi dan kolaborasi antara Pemerintah Pusat, Pemerintah Daerah, BUMN, dan sektor swasta dalam mendukung pemberdayaan ekonomi masyarakat untuk naik kelas dalam ekosistem yang saling mendukung dan berkelanjutan.
""Desa BRILian Ketapanrame yang dibina oleh BRI adalah salah satu contoh program bahwa inkubasi desa bisa direplikasi oleh desa dan kolaborator lain. Bukan hanya soal kolaborator, kunci pemberdayaan adalah keterlibatan aktif dari masyarakat berupa ketekunan mengikuti pelatihan dan pendampingan,"" kata Muhaimin.
""Maka dari itu, saya amat mengapresiasi masyarakat yang semangat mengikuti setiap bentuk program,"" ujar Muhaimin.
Dalam kesempatan yang sama, Direktur Utama BRI Sunarso mengatakan bahwa Desa BRILiaN merupakan wujud komitmen BRI sebagai agent of development yang terus mendukung upaya pemberdayaan desa di seluruh Indonesia.
Program ini menjadi salah satu bagian dari integrasi aktivitas pemberdayaan seperti hyperlocal ecosystem yang akan membentuk suatu ekosistem konsolidasi mikro.
""Desa BRILiaN mengembangkan 4 aspek yang terdapat dalam sebuah desa. Pertama, BUMDes sebagai motor ekonomi desa. Kedua, digitalisasi yang merupakan implementasi produk dan aktivitas digital di desa. Ketiga, sustainability yang mencerminkan desa tangguh serta secara berkesinambungan melakukan pembangunan. Keempat, innovation yaitu kreatif dalam menciptakan inovasi"", ungkapnya.
Dalam program ini, dilakukan pula penguatan ekosistem ekonomi desa yang didukung dengan program penguatan kelompok-kelompok (Klaster) usaha mikro dengan nama Klasterkuhidupku.
Dalam program ini, BRI melakukan pemberdayaan baik dalam bentuk pelatihan usaha maupun bantuan sarana prasarana yang diberikan secara selektif.
""Pemberdayaan wilayah pedesaan menjadi isu yang perlu diperhatikan. Desa yang tergabung dalam program ini diharapkan menjadi sumber inspirasi kemajuan desa yang dapat direplikasi ke desa-desa lainnya,"" ujarnya.
""Harapan kami, program yang sangat bermanfaat ini bisa diikuti oleh seluruh elemen kunci pertumbuhan ekonomi yang ada di desa,"" imbuhnya.
Mengenal Desa BRILiaN Ketapanrame
Desa Ketapanrame merupakan salah satu contoh terbaik dari implementasi program Desa BRILiaN. Sebagai juara 2 Desa BRILiaN tahun 2021, Desa Ketapanrame telah menunjukkan inovasi luar biasa dalam memanfaatkan potensi sumber daya alam dan manusia.
Desa Ketapanrame terletak di daerah dataran tinggi berdasarkan ketinggian wilayah B00-1.000 mdpl dan merupakan wilayah pegunungan.
Desa Ketapanrame melakukan beberapa inovasi untuk memajukan desa seperti pendayagunaan Sumber Daya Manusia (SDM) dan Sumber Daya Alam (SDA), baik pengelolaan maupun pendayagunaan dan pemberdayaan masyarakat.
Selain itu, di desa ini juga melakukan promosi usaha secara online dimana Desa Ketapanrame menawarkan paket wisata dan kerja sama dengan pihak ketiga serta pengembangan usaha ini yang meliputi investasi warga, kemitraan dan membuka peluang usaha baru.
BUM Desa Ketapanrame dibentuk untuk memaksimalkan potensi yang ada di desanya. BUM Desa Ketapanrame memiliki 5 unit usaha yaitu Unit Pengelolaan Air Minum, Usaha Jasa Pengelolaan Sampah dan Kebersihan Lingkungan, Pengelolaan Kios dan Stand, Usaha Pengelolaan Wisata Desa, Usaha Permodalan dan Kemitraan, serta AgenBRILink.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/bri-1_169.jpeg?w=650&q=90
45,Pemkab Tak Ingin Anak TTS Cuma Jadi Penonton SMA Unggulan Garuda,CNN Indonesia,"Provinsi Nusa Tenggara Timur (NTT) disebut bakal menjadi lokasi proyek awal Sekolah Unggulan Garuda yang digagas Presiden RI Prabowo Subianto.
Wamendiktisaintek Stella Christie menyatakan Prabowo sendiri yang menentukan bakal lokasi sekolah untuk anak-anak berprestasi itu akan dibangun di Soe, Kabupaten Timor Tengah Selatan (TTS), NTT.
Merespons hal tersebut, Pemkab TTS berharap akan ada kebijakan khusus yang diberikan kepada anak-anak di kabupaten tersebut agar bisa juga bersekolah di SMA Unggulan Garuda tersebut. Sehingga anak-anak di TTS tidak hanya menjadi penonton dengan kehadiran SMA Unggul Garuda.
""Harapan kami bahwa ada kebijakan khusus apakah ada formasi khusus untuk (anak-anak) kami di Kabupaten Timor Tengah Selatan sehingga anak-anak kita bisa ikut bersaing dan bisa bersekolah di SMA Unggul ini,"" kata Pj Bupati TTS, Seperius Edison Sipa kepada CNNIndonesia.com, Jumat (17/1)
""Mungkin kami minta semacam afirmasi begitu, afirmasi khusus sehingga anak-anak kami jangan hanya menjadi penonton dengan hadirnya SMA Unggul Garuda di Timor Tengah Selatan tetapi anak-anak dari TTS juga (bisa) menikmati pelajaran di SMA Unggul Garuda,"" imbuhnya.
Menurut Seperius rencana pembangunan SMA Unggul Garuda di Kabupaten TTS akan memberi kesempatan bagi anak-anak dari seluruh Indonesia untuk bersaing. Apalagi sekolah tersebut rencananya bertaraf internasional, sehingga tentunya siswanya tidak hanya di Kabupaten TTS saja.
""Dan karena ini namanya SMA Unggul Garuda kan bertaraf internasional sehingga tentunya siswa-siswanya tidak hanya di Kabupaten Timor Tengah Selatan saja, tetapi bisa dari seluruh Indonesia,"" ujar Seperius.
Seperius berharap pemerintah memberikan kuota khusus untuk anak-anak di TTS agar bisa belajar di sekolah unggulan yang digagas Presiden RI Prabowo Subianto itu, sehingga tak hanya jadi penonton di rumah sendiri.
Misalnya, kata dia, kuota sekitar 20 persen untuk anak-anak TTS, sehingga mereka tak cuma jadi penonton dan bisa mewujudkan tujuan pemerataan akses pendidikan.
""Ini kan SMA Unggul tentunya jumlah siswanya pasti dibatasi yang penting bahwa jika ada kuotanya katakan seratus ya mungkin kami diberikan porsi melalui afirmasi sepuluh, 20 persen untuk anak-anak kami bisa mengenyam pendidikan di SMA Unggul Garuda,"" harapnya.
Selain itu, Seperius juga mengimbau agar orang tua dan anak-anak di TTS juga harus mempersiapkan diri sebaik-baiknya untuk bisa bersaing dengan anak-anak dari luar TTS dan masuk SMA Unggul Garuda.
""Jangan sampai ada SMA Unggul di Kabupaten Timor Tengah Selatan tetapi justru kita menjadi penonton kembali karena kita tidak mampu bersaing dengan anak-anak yang ada di daerah lain,"" ujarnya.
Selain itu, menurutnya kehadiran SMA Unggulan Garuda itu diyakini berdampak pada ekonomi masyarakat di sana.



Anggota DPRD Kabupaten TTS, Roy Babys, juga menyampaikan harapan yang sama agar anak-anak di wilayah itu bisa mengenyam pendidikan di SMA Unggulan Garuda yang akan dibangun di daerah tersebut. 
""Kita belum tahu nanti regulasinya seperti apa tetapi harapan kita sebanyak mungkin prioritas ke anak-anak lokal, sebanyak mungkin anak lokal bisa terakomodir di sekolah unggulan tersebut,"" kata Roy yang dihubungi Kamis (17/1).
Selain itu, Politikus PKB tersebut berharap dengan dibangunnya SMA Unggulan tersebut bisa memperbaiki mutu pendidikan di kabupatennya.
""Secara umum untuk di NTT kita berharap lihat ini sebagai peluang untuk perbaikan masa depan anak-anak penerus bangsa semua kemudian khususnya di TTS jangan sia-siakan waktu dan kesempatan,"" ujar Roy.
Roy juga menyampaikan terima kasih kepada Presiden Prabowo Subianto yang memilih langsung Kabupaten TTS untuk dibangunnya SMA Unggul Garuda. Karena dengan hadir sekolah tersebut menjadi upaya pemerataan mutu pendidikan.


Senada, Ketua Komisi IV DPRD TTS, Religius Funan mengatakan agar anak-anak di TTS diberikan peluang atau kuota lebih di SMA Unggul Garuda yang akan dibangun di daerah itu.
Menurut Religius, dengan dibukanya sekolah ini maka bukan saja berdampak pada mutu dan pemerataan pendidikan saja, tapi lebih dari itu akan banyak membantu daerah dalam sektor ekonomi. Sehingga peluang ini harus dimanfaatkan oleh masyarakat dan juga pemerintah daerah.
""Selain anak-anak bisa sekolah dan menikmati pendidikan setara dengan SMA Taruna Nusantara tetapi juga bisa membuka akses lebih luas untuk membantu pemerintah karena kalau dari anak-anak dari kabupaten lain bisa datang disini ya bisa menambah membantu ekonomi dan membuka spot ekonomi baru di Kabupaten Timor Tengah Selatan dan itu juga bisa menambah, mendukung dan meningkatkan PAD di Kabupaten Timor Tengah Selatan karena adanya spot-spot ekonomi baru yang akan mendukung pelaksanaan pendidikan itu,"" ujarnya.
Religus mengatakan sebagai Ketua Komisi IV DPRD yang membidangi pendidikan, dia melihat pembangunan sekolah tersebut sangat baik dan berharga. Pasalnya, dengan adanya sekolah yang setara dengan SMA Taruna Nusantara maka akan mempermudah untuk anak-anak di Kabupaten TTS, bahkan mungkin dari kabupaten tetangga bisa mengakses pendidikan yang lebih baik.",,2025-01-19,https://akcdn.detik.net.id/visual/2023/03/01/aturan-bersekolah-mulai-jam-lima-pagi-di-ntt-5_169.jpeg?w=650&q=90
46,"Pemprov DKI Gelar Natal 2024, Rayakan Keberagaman Jakarta",CNN Indonesia,"Pemerintah Provinsi (Pemprov) DKI Jakarta menggelar perayaan Natal bersama Aparatur Sipil Negara (ASN), Badan Usaha Milik Daerah (BUMD), dan DPRD DKI di Hall Ecovention Ancol, Jakarta Utara, Jumat (17/1).
Tahun ini, perayaan Natal Pemprov DKI sejalan dengan tema yang ditetapkan Konferensi Waligereja Indonesia (KWI) dan PGN, yaitu ""Marilah Sekarang Kita ke Betlehem"" dengan subtema ""Jati Diri Indonesia Mewujudkan Jakarta yang Global"".
Kepala Kerja Sama Pemprov Jakarta Marulina Dewi yang juga sebagai Ketua Panitia Natal 2024 menjelaskan, tema yang diangkat mengandung makna refleksi atas nilai-nilai kasih kebersamaan dalam keberagaman Kota Jakarta yang heterogen, serta refleksi tentang kesederhanaan dan kesejahteraan.
""Maka harapannya acara ini mampu membawa semua peserta yang hadir hari ini agar mampu mengimplementasikan nilai-nilai Natal dalam kehidupan kita sehari-hari di kota kita, Kota Jakarta dan dalam tugas pengabdian serta pelayanan kepada masyarakat,"" ungkap Dewi.
Pj. Gubernur DKI Jakarta, Teguh Setyabudi menyampaikan harap agar para ASN di lingkup pemerintah Provinsi DKI bisa menjaga kerukunan dan persatuan demi mendukung Kota Jakarta yang maju, inklusif, sejahtera, berkeadilan dan berkelanjutan.
""Kiranya semangat Natal menjadi pemantik semangat bagi kita semua untuk memberikan pelayanan optimal bagi Provinsi DKI Jakarta. Kota Jakarta adalah miniatur Indonesia yang penuh dengan keberagaman,"" kata Teguh.
Pada kesempatan yang sama, Menteri Agama Nasaruddin Umar secara khusus menyoroti terkait hubungan erat antara agama dengan umat masing-masing.
Menurutnya, jika akidah dan keimanan sudah kokoh, maka keberadaan penegak hukum di tengah-tengah masyarakat pun seolah tidak diperlukan.
Baik akidah, keyakinan, dan keimanan, lanjut Nasaruddin, seharusnya dapat menjadi ""polisi"" yang mencegah setiap individu berbuat hal-hal yang dilarang agama.
""Semakin menyatu pemeluk dengan agama-agamanya, maka semakin damai, tenang, tentram bangsa ini,"" pungkas Nasaruddin.",,2025-01-19,https://akcdn.detik.net.id/visual/2025/01/19/pemprov-dki_169.jpeg?w=650&q=90
